pizza_id,order_id,pizza_name_id,quantity,unit_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_date,total_price
315,133,the_greek_s,1,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-02,12
316,134,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-02,12
317,134,southw_ckn_l,1,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-02,21
318,134,spinach_supr_s,1,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-02,12
319,135,veggie_veg_l,1,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-02,20
320,136,five_cheese_l,1,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-02,18
321,136,peppr_salami_s,1,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-02,12
322,137,mediterraneo_l,1,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-03,20
323,137,pepperoni_s,1,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,10
324,137,spicy_ital_m,1,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03,16
325,138,cali_ckn_m,1,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,17
326,138,four_cheese_l,1,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,18
327,138,ital_veggie_l,1,21,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-03,21
328,138,sicilian_m,1,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,16
329,139,five_cheese_l,1,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-03,18
330,140,prsc_argla_s,1,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,12
331,140,veggie_veg_m,1,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,16
332,141,classic_dlx_m,1,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03,16
333,142,green_garden_m,1,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza",2015-01-03,16
334,143,cali_ckn_s,1,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,13
335,143,classic_dlx_s,1,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03,12
336,143,hawaiian_l,1,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,16
337,143,mexicana_m,1,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-03,16
338,143,pepperoni_l,1,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,15
339,143,prsc_argla_s,1,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,12
340,143,thai_ckn_l,1,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,21
341,143,veggie_veg_m,1,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,16
342,144,bbq_ckn_m,3,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03,50
343,144,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,12
344,144,cali_ckn_l,1,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,21
345,144,ckn_pesto_m,1,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-03,17
346,144,five_cheese_l,1,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-03,18
347,144,four_cheese_l,1,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,18
348,144,pep_msh_pep_s,1,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-03,11
349,144,southw_ckn_l,1,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03,21
350,144,southw_ckn_s,1,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03,13
351,144,spicy_ital_l,1,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03,21
352,144,thai_ckn_m,1,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,17
353,144,veggie_veg_l,1,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,20
354,145,the_greek_s,1,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03,12
355,146,cali_ckn_l,1,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,21
356,146,four_cheese_m,1,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,15
357,146,hawaiian_m,1,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,13
358,147,the_greek_xl,1,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03,26
359,148,mediterraneo_s,1,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-03,12
360,149,spinach_fet_m,1,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-03,16
361,150,pepperoni_m,1,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,12
362,151,southw_ckn_l,1,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03,21
363,151,spinach_supr_s,1,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-03,12
364,152,hawaiian_s,1,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,10
365,152,spinach_fet_l,1,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza",2015-01-03,20
366,152,thai_ckn_s,1,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,13
367,152,the_greek_m,1,16,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03,16
368,153,mexicana_m,1,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-03,16
369,154,prsc_argla_s,1,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,12
370,155,ckn_pesto_s,1,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza",2015-01-03,13
371,155,napolitana_l,1,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03,20
372,155,pepperoni_l,1,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,15
373,155,peppr_salami_l,1,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-03,21
374,156,napolitana_m,1,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03,16
375,156,thai_ckn_l,1,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,21
376,157,ital_supr_l,1,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-03,21
377,157,mediterraneo_m,1,16,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza",2015-01-03,16
378,157,sicilian_m,1,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,16
379,157,spin_pesto_m,1,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03,16
380,158,ital_veggie_m,1,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-03,17
381,158,thai_ckn_m,1,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,17
382,159,four_cheese_l,1,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,18
383,159,thai_ckn_m,1,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,17
384,160,classic_dlx_m,1,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03,16
385,161,hawaiian_s,1,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,10
386,161,spicy_ital_m,1,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03,16
387,161,the_greek_xl,1,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03,26
388,162,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,12
389,163,hawaiian_m,1,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,13
390,163,pepperoni_l,1,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,15
391,163,the_greek_m,1,16,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03,16
392,164,cali_ckn_l,1,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,21
393,164,pepperoni_m,1,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,12
394,165,prsc_argla_m,1,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,16
395,166,prsc_argla_s,1,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,12
396,167,bbq_ckn_l,1,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03,21
397,167,ital_supr_m,1,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-03,16
398,167,pepperoni_m,1,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,12
399,168,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,12
400,168,veggie_veg_m,1,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,16
401,169,four_cheese_l,1,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,18
402,169,ital_cpcllo_s,1,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-03,12
403,169,sicilian_m,1,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,16
404,170,hawaiian_l,1,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,16
405,171,napolitana_m,1,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03,16
406,172,napolitana_s,1,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03,12
407,172,spinach_supr_m,1,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza",2015-01-03,16
408,172,thai_ckn_l,1,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,21
409,173,cali_ckn_m,1,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,17
410,173,classic_dlx_m,1,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03,16
411,173,veggie_veg_l,1,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,20
412,174,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,12
413,174,cali_ckn_l,1,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,21
414,174,cali_ckn_m,1,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,17
415,174,ital_cpcllo_m,1,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-03,16
416,175,ital_supr_l,1,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza",2015-01-03,21
417,176,cali_ckn_l,1,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,21
418,176,peppr_salami_m,1,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-03,16
419,177,napolitana_s,1,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03,12
420,177,thai_ckn_l,1,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,21
421,178,peppr_salami_l,1,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-03,21
422,179,hawaiian_l,1,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,16
423,179,sicilian_m,1,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,16
424,179,veggie_veg_s,1,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,12
425,180,classic_dlx_l,1,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza",2015-01-03,20
426,180,prsc_argla_l,1,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,21
427,181,mexicana_l,1,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-03,20
428,182,brie_carre_s,1,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic","The Brie Carre Pizza",2015-01-03,24
429,182,peppr_salami_l,1,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-03,21
430,183,napolitana_m,1,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza",2015-01-03,16
431,183,spin_pesto_l,1,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03,21
432,183,spin_pesto_s,1,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03,12
433,184,hawaiian_l,1,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza",2015-01-03,16
434,185,sicilian_m,1,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,16
435,185,spin_pesto_s,1,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03,12
436,186,mexicana_l,1,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza",2015-01-03,20
437,186,southw_ckn_l,1,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03,21
438,186,spin_pesto_l,1,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03,21
439,186,thai_ckn_l,1,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,21
440,187,five_cheese_l,1,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-03,18
441,187,spin_pesto_l,1,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza",2015-01-03,21
442,188,five_cheese_l,1,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza",2015-01-03,18
443,188,pepperoni_s,1,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza",2015-01-03,10
444,188,peppr_salami_l,1,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza",2015-01-03,21
445,189,big_meat_s,2,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,24
446,189,thai_ckn_s,1,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza",2015-01-03,13
447,190,bbq_ckn_l,1,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03,21
448,190,four_cheese_m,1,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,15
449,190,pep_msh_pep_s,1,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015-01-03,11
450,190,prsc_argla_l,1,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza",2015-01-03,21
451,191,cali_ckn_l,1,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,21
452,191,ckn_alfredo_m,1,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza",2015-01-03,17
453,192,sicilian_s,1,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,12
454,192,southw_ckn_l,1,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza",2015-01-03,21
455,193,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,12
456,193,cali_ckn_m,1,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza",2015-01-03,17
457,193,ckn_alfredo_l,2,20.75,L,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza",2015-01-03,42
458,194,bbq_ckn_s,1,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03,13
459,195,bbq_ckn_l,1,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza",2015-01-03,21
460,196,sicilian_s,1,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza",2015-01-03,12
461,196,spicy_ital_m,1,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza",2015-01-03,16
462,196,veggie_veg_m,1,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza",2015-01-03,16
463,197,four_cheese_l,1,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza",2015-01-03,18
464,197,ital_cpcllo_l,1,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza",2015-01-03,20
465,197,ital_veggie_l,1,21,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza",2015-01-03,21
466,197,soppressata_l,1,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza",2015-01-03,21
467,198,big_meat_s,1,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza",2015-01-03,12
468,198,ckn_alfredo_l,1,20.75,L,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza",2015-01-03,21
469,199,ckn_alfredo_m,1,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza",2015-01-03,17
470,200,the_greek_xl,1,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza",2015-01-03,26
